UNITID,EFFYLEV,LSTUDY,EFYTOTLM,EFYTOTLW,EFYTOTLT
210304,2,1,593,1063,1656
210304,4,3,88,173,261
210331,1,999,499,802,1301
210331,2,1,407,616,1023
210331,4,3,92,186,278
210340,1,999,6,129,135
210340,2,1,6,129,135
210359,1,999,494,938,1432
210359,2,1,494,938,1432
210368,1,999,560,304,864
210368,4,3,560,304,864
210401,1,999,1444,1694,3138
210401,2,1,919,1220,2139
210401,4,3,525,474,999
210429,1,999,2946,4732,7678
210429,2,1,2381,3121,5502
210429,4,3,565,1611,2176
210438,1,999,373,205,578
210438,2,1,16,44,60
210438,4,3,357,161,518
210456,1,999,55,257,312
210456,2,1,55,257,312
210474,1,999,0,44,44
210474,2,1,0,44,44
210483,1,999,128,377,505
210483,2,1,128,377,505
210492,1,999,111,105,216
210492,2,1,95,97,192
210492,4,3,16,8,24
210508,1,999,17,10,27
210508,4,3,17,10,27
210571,1,999,1092,1611,2703
210571,2,1,1067,1514,2581
210571,4,3,25,97,122
210599,1,999,862,405,1267
210599,2,1,862,405,1267
210605,1,999,13769,18255,32024
210605,2,1,13769,18255,32024
210669,1,999,986,1215,2201
210669,2,1,986,1215,2201
210711,1,999,30,210,240
210711,2,1,30,210,240
210739,1,999,1547,2419,3966
210739,2,1,1091,1612,2703
210739,4,3,456,807,1263
210748,1,999,7,88,95
210748,2,1,7,88,95
210775,1,999,1315,2761,4076
210775,2,1,984,2009,2993
210775,4,3,331,752,1083
210784,1,999,20,346,366
210784,2,1,20,346,366
210809,1,999,488,141,629
210809,4,3,488,141,629
210890,1,999,68,166,234
210890,2,1,68,166,234
210906,1,999,408,586,994
210906,2,1,408,586,994
210942,1,999,2079,2646,4725
210942,2,1,2079,2646,4725
210951,1,999,9,153,162
210951,2,1,9,153,162
210960,1,999,1834,1706,3540
210960,2,1,1834,1706,3540
211006,1,999,453,15,468
211006,2,1,453,15,468
211024,1,999,592,491,1083
211024,2,1,277,400,677
211024,4,3,315,91,406
211079,1,999,2351,3302,5653
211079,2,1,2351,3302,5653
211088,1,999,1275,3759,5034
211088,2,1,650,1713,2363
211088,4,3,625,2046,2671
211130,1,999,233,76,309
211130,4,3,233,76,309
211149,1,999,114,201,315
211149,2,1,114,201,315
211158,1,999,4617,6602,11219
211158,2,1,4138,5619,9757
211158,4,3,479,983,1462
211200,1,999,165,461,626
211200,2,1,165,461,626
211273,1,999,90,1768,1858
211273,2,1,0,1392,1392
211273,4,3,90,376,466
211291,1,999,1848,2001,3849
211291,2,1,1780,1892,3672
211291,4,3,68,109,177
211307,1,999,7193,9616,16809
211307,2,1,7193,9616,16809
211316,1,999,1,103,104
211316,2,1,1,103,104
211334,1,999,3,100,103
211334,2,1,3,100,103
211343,1,999,2436,3877,6313
211343,2,1,2436,3877,6313
211352,1,999,1296,3279,4575
211352,2,1,617,1082,1699
211352,4,3,679,2197,2876
211361,1,999,5957,6783,12740
211361,2,1,4737,5134,9871
211361,4,3,1220,1649,2869
211370,1,999,131,11,142
211370,4,3,131,11,142
211398,1,999,83,220,303
211398,2,1,83,220,303
211431,1,999,363,2840,3203
211431,2,1,239,1828,2067
211431,4,3,124,1012,1136
211440,1,999,7501,4219,11720
211440,2,1,3678,2547,6225
211440,4,3,3823,1672,5495
211468,1,999,152,2098,2250
211468,2,1,130,1872,2002
211468,4,3,22,226,248
211477,1,999,598,1096,1694
211477,2,1,598,1096,1694
211556,1,999,410,2317,2727
211556,2,1,118,1223,1341
211556,4,3,292,1094,1386
211583,1,999,755,2091,2846
211583,2,1,532,1244,1776
211583,4,3,223,847,1070
211608,1,999,822,986,1808
211608,2,1,775,885,1660
211608,4,3,47,101,148
211617,1,999,780,1003,1783
211617,2,1,780,1003,1783
211635,1,999,20,182,202
211635,2,1,20,182,202
211644,1,999,3138,5551,8689
211644,2,1,2797,4335,7132
211644,4,3,341,1216,1557
211750,1,999,98,367,465
211750,2,1,98,367,465
211802,1,999,35,159,194
211802,2,1,35,159,194
211820,1,999,23,220,243
211820,2,1,23,220,243
211893,1,999,80,79,159
211893,2,1,64,63,127
211893,4,3,16,16,32
211909,1,999,152,3,155
211909,2,1,152,3,155
211927,1,999,7883,10610,18493
211927,2,1,7883,10610,18493
211954,1,999,12,166,178
211954,2,1,12,166,178
211981,1,999,1196,1512,2708
211981,2,1,1036,1305,2341
211981,4,3,160,207,367
212009,1,999,1079,1368,2447
212009,2,1,1079,1368,2447
212018,1,999,168,182,350
212018,4,3,168,182,350
212045,1,999,187,300,487
212045,2,1,187,300,487
212054,1,999,12574,13745,26319
212054,2,1,8097,6986,15083
212054,4,3,4477,6759,11236
212072,1,999,254,80,334
212072,2,1,254,80,334
212090,1,999,357,1260,1617
212090,2,1,357,1260,1617
212106,1,999,4977,6902,11879
212106,2,1,2744,3511,6255
212106,4,3,2233,3391,5624
212115,1,999,3819,5258,9077
212115,2,1,3238,3880,7118
212115,4,3,581,1378,1959
212133,1,999,1711,3384,5095
212133,2,1,949,2146,3095
212133,4,3,762,1238,2000
212160,1,999,3820,5827,9647
212160,2,1,3175,4063,7238
212160,4,3,645,1764,2409
212197,1,999,934,1638,2572
212197,2,1,925,1568,2493
212197,4,3,9,70,79
212212,1,999,3,45,48
212212,2,1,3,45,48
212230,1,999,9,87,96
212230,2,1,9,87,96
212267,1,999,26,313,339
212267,2,1,26,313,339
212276,1,999,30,236,266
212276,2,1,30,236,266
212285,1,999,6,116,122
212285,2,1,6,116,122
212294,1,999,10,116,126
212294,2,1,10,116,126
212300,1,999,4,95,99
212300,2,1,4,95,99
212328,1,999,27,314,341
212328,2,1,27,314,341
212337,1,999,19,268,287
212337,2,1,19,268,287
212355,1,999,23,351,374
212355,2,1,23,351,374
212373,1,999,17,163,180
212373,2,1,17,163,180
212382,1,999,25,328,353
212382,2,1,25,328,353
212391,1,999,14,241,255
212391,2,1,14,241,255
212425,1,999,205,419,624
212425,2,1,205,419,624
212434,1,999,455,66,521
212434,2,1,455,66,521
212443,1,999,107,67,174
212443,4,3,107,67,174
212568,1,999,61,203,264
212568,2,1,61,203,264
212577,1,999,1140,1269,2409
212577,2,1,1140,1269,2409
212601,1,999,2050,2936,4986
212601,2,1,1334,1849,3183
212601,4,3,716,1087,1803
212656,1,999,1116,1383,2499
212656,2,1,968,1143,2111
212656,4,3,148,240,388
212674,1,999,1291,1425,2716
212674,2,1,1291,1425,2716
212683,1,999,14,224,238
212683,2,1,14,224,238
212708,1,999,40,169,209
212708,2,1,40,169,209
212753,1,999,33,390,423
212753,2,1,33,390,423
212771,1,999,239,784,1023
212771,2,1,9,59,68
212771,4,3,230,725,955
212805,1,999,1293,1267,2560
212805,2,1,1293,1267,2560
212832,1,999,848,2341,3189
212832,2,1,672,1847,2519
212832,4,3,176,494,670
212869,1,999,223,1185,1408
212869,2,1,223,1185,1408
212878,1,999,12064,20103,32167
212878,2,1,12064,20103,32167
212911,1,999,557,697,1254
212911,2,1,557,697,1254
212975,1,999,320,155,475
212975,2,1,320,155,475
212984,1,999,955,2740,3695
212984,2,1,694,1864,2558
212984,4,3,261,876,1137
212993,1,999,100,39,139
212993,2,1,100,39,139
213002,1,999,726,952,1678
213002,2,1,726,952,1678
213011,1,999,1369,4587,5956
213011,2,1,838,2896,3734
213011,4,3,531,1691,2222
213020,1,999,7344,9345,16689
213020,2,1,6064,7492,13556
213020,4,3,1280,1853,3133
213057,1,999,293,595,888
213057,2,1,293,595,888
213163,1,999,5,68,73
213163,2,1,5,68,73
213181,1,999,94,833,927
213181,2,1,94,833,927
213215,1,999,12,126,138
213215,2,1,12,126,138
213233,1,999,337,90,427
213233,2,1,337,90,427
213251,1,999,692,903,1595
213251,2,1,692,903,1595
213303,1,999,875,1358,2233
213303,2,1,859,1304,2163
213303,4,3,16,54,70
213312,1,999,222,507,729
213312,2,1,222,507,729
213321,1,999,1418,1809,3227
213321,2,1,1256,1298,2554
213321,4,3,162,511,673
213330,1,999,3,38,41
213330,2,1,3,38,41
213349,1,999,4801,7106,11907
213349,2,1,4393,6042,10435
213349,4,3,408,1064,1472
213358,1,999,554,1028,1582
213358,2,1,522,908,1430
213358,4,3,32,120,152
213367,1,999,2682,5072,7754
213367,2,1,1732,3219,4951
213367,4,3,950,1853,2803
213376,1,999,1036,1130,2166
213376,2,1,1036,1130,2166
213385,1,999,1310,1158,2468
213385,2,1,1310,1158,2468
213400,1,999,628,580,1208
213400,2,1,489,445,934
213400,4,3,139,135,274
213446,1,999,57,99,156
213446,4,3,57,99,156
213455,1,999,20,218,238
213455,2,1,20,218,238
213473,1,999,165,595,760
213473,2,1,165,595,760
213491,1,999,5,112,117
213491,2,1,5,112,117
213507,1,999,1012,1324,2336
213507,2,1,809,1048,1857
213507,4,3,203,276,479
213525,1,999,4656,7497,12153
213525,2,1,4656,7497,12153
213534,1,999,563,921,1484
213534,2,1,563,921,1484
213543,1,999,4264,3253,7517
213543,2,1,2838,1967,4805
213543,4,3,1426,1286,2712
213552,1,999,14,89,103
213552,2,1,14,89,103
213570,1,999,416,1074,1490
213570,2,1,416,1074,1490
213589,1,999,1048,55,1103
213589,2,1,1048,55,1103
213598,1,999,1119,1667,2786
213598,2,1,873,1231,2104
213598,4,3,246,436,682
213613,1,999,2606,3594,6200
213613,2,1,2466,3240,5706
213613,4,3,140,354,494
213622,1,999,42,255,297
213622,2,1,42,255,297
213631,1,999,93,103,196
213631,4,3,93,103,196
213640,1,999,182,155,337
213640,4,3,182,155,337
213659,1,999,4295,6120,10415
213659,2,1,4295,6120,10415
213668,1,999,680,738,1418
213668,2,1,680,738,1418
213686,1,999,31,110,141
213686,2,1,31,110,141
213774,1,999,208,844,1052
213774,2,1,208,844,1052
213783,1,999,1518,2651,4169
213783,2,1,1398,2051,3449
213783,4,3,120,600,720
213826,1,999,1086,2870,3956
213826,2,1,743,1649,2392
213826,4,3,343,1221,1564
213914,1,999,34,399,433
213914,2,1,34,399,433
213932,1,999,16,119,135
213932,2,1,16,119,135
213987,1,999,2054,2914,4968
213987,2,1,1783,2573,4356
213987,4,3,271,341,612
213996,1,999,1087,1830,2917
213996,2,1,1054,1786,2840
213996,4,3,33,44,77
214023,1,999,139,120,259
214023,2,1,139,120,259
214041,1,999,4443,6628,11071
214041,2,1,3786,4770,8556
214041,4,3,657,1858,2515
214069,1,999,935,2294,3229
214069,2,1,785,1889,2674
214069,4,3,150,405,555
214111,1,999,7522,9308,16830
214111,2,1,7522,9308,16830
214148,1,999,2,602,604
214148,2,1,0,547,547
214148,4,3,2,55,57
214157,1,999,879,1439,2318
214157,2,1,785,1189,1974
214157,4,3,94,250,344
214166,1,999,703,1717,2420
214166,2,1,690,1699,2389
214166,4,3,13,18,31
214175,1,999,1154,1584,2738
214175,2,1,1154,1584,2738
214254,1,999,610,1340,1950
214254,2,1,610,1340,1950
214272,1,999,1221,2381,3602
214272,2,1,967,1827,2794
214272,4,3,254,554,808
214290,1,999,1292,33,1325
214290,2,1,1292,33,1325
214315,1,999,28,100,128
214315,2,1,28,100,128
214379,1,999,6508,9806,16314
214379,2,1,6508,9806,16314
214476,1,999,2,85,87
214476,2,1,2,85,87
214528,1,999,977,245,1222
214528,2,1,977,245,1222
214546,1,999,10,106,116
214546,2,1,10,106,116
214564,1,999,395,975,1370
214564,4,3,395,975,1370
214582,1,999,390,1531,1921
214582,2,1,390,1531,1921
214591,1,999,2992,1729,4721
214591,2,1,2886,1687,4573
214591,4,3,106,42,148
214607,1,999,791,641,1432
214607,4,3,791,641,1432
214616,1,999,419,436,855
214616,4,3,419,436,855
214625,1,999,546,480,1026
214625,2,1,545,472,1017
214625,4,3,1,8,9
214634,1,999,338,680,1018
214634,2,1,338,680,1018
214643,1,999,573,315,888
214643,2,1,527,227,754
214643,4,3,46,88,134
214652,1,999,815,880,1695
214652,2,1,815,875,1690
214652,4,3,0,5,5
214670,1,999,536,452,988
214670,2,1,532,425,957
214670,4,3,4,27,31
214689,1,999,2325,2137,4462
214689,2,1,2310,2105,4415
214689,4,3,15,32,47
214698,1,999,565,523,1088
214698,2,1,562,515,1077
214698,4,3,3,8,11
214704,1,999,1714,1421,3135
214704,2,1,1691,1270,2961
214704,4,3,23,151,174
214713,1,999,2427,2576,5003
214713,2,1,1752,1451,3203
214713,4,3,675,1125,1800
214731,1,999,1043,790,1833
214731,2,1,1043,789,1832
214731,4,3,0,1,1
214740,1,999,576,575,1151
214740,2,1,574,573,1147
214740,4,3,2,2,4
214759,1,999,566,719,1285
214759,2,1,566,719,1285
214768,1,999,733,588,1321
214768,2,1,733,588,1321
214777,1,999,26862,22298,49160
214777,2,1,22758,18664,41422
214777,4,3,4104,3634,7738
214786,1,999,469,386,855
214786,2,1,469,386,855
214795,1,999,586,793,1379
214795,2,1,585,784,1369
214795,4,3,1,9,10
214801,1,999,2093,2074,4167
214801,2,1,2078,1996,4074
214801,4,3,15,78,93
214810,1,999,505,612,1117
214810,2,1,505,608,1113
214810,4,3,0,4,4
214829,1,999,944,989,1933
214829,2,1,908,780,1688
214829,4,3,36,209,245
214838,1,999,120,256,376
214838,2,1,120,256,376
214883,1,999,760,1875,2635
214883,2,1,760,1875,2635
214892,1,999,253,375,628
214892,2,1,253,375,628
214944,1,999,976,146,1122
214944,2,1,976,146,1122
214962,1,999,4,80,84
214962,2,1,4,80,84
214971,1,999,139,206,345
214971,2,1,103,153,256
214971,4,3,36,53,89
215008,1,999,87,0,87
215008,2,1,87,0,87
215026,1,999,13,1,14
215026,2,1,13,1,14
215044,1,999,73,232,305
215044,2,1,73,232,305
215053,1,999,107,212,319
215053,2,1,107,212,319
215062,1,999,12949,14800,27749
215062,2,1,6321,6818,13139
215062,4,3,6628,7982,14610
215099,1,999,1294,2559,3853
215099,2,1,1015,2049,3064
215099,4,3,279,510,789
215105,1,999,1057,1462,2519
215105,2,1,974,1290,2264
215105,4,3,83,172,255
215114,1,999,705,842,1547
215114,2,1,518,583,1101
215114,4,3,187,259,446
215123,1,999,908,1456,2364
215123,4,3,908,1456,2364
215132,1,999,1225,1890,3115
215132,2,1,572,996,1568
215132,4,3,653,894,1547
215239,1,999,9900,18883,28783
215239,2,1,9900,18883,28783
215266,1,999,875,1094,1969
215266,2,1,875,1094,1969
215275,1,999,992,960,1952
215275,2,1,992,960,1952
215284,1,999,1730,1465,3195
215284,2,1,1730,1465,3195
215293,1,999,16349,18012,34361
215293,2,1,11117,11410,22527
215293,4,3,5232,6602,11834
215309,1,999,214,392,606
215309,2,1,214,392,606
215336,1,999,6,83,89
215336,2,1,6,83,89
215381,1,999,706,48,754
215381,2,1,706,48,754
215390,1,999,127,124,251
215390,2,1,127,124,251
215415,1,999,2166,1092,3258
215415,2,1,2166,1092,3258
215424,1,999,222,128,350
215424,4,3,222,128,350
215433,1,999,188,660,848
215433,2,1,188,660,848
215442,1,999,1865,2782,4647
215442,2,1,1542,2367,3909
215442,4,3,323,415,738
215479,1,999,2,62,64
215479,2,1,2,62,64
215530,1,999,2,47,49
215530,2,1,2,47,49
215585,1,999,2914,4792,7706
215585,2,1,2914,4792,7706
215594,1,999,94,420,514
215594,2,1,94,420,514
215619,1,999,18,43,61
215619,4,3,18,43,61
215628,1,999,109,25,134
215628,4,3,109,25,134
215637,1,999,263,249,512
215637,2,1,263,249,512
215646,1,999,672,600,1272
215646,2,1,672,600,1272
215655,1,999,2866,2631,5497
215655,2,1,2200,1864,4064
215655,4,3,666,767,1433
215682,1,999,488,18,506
215682,2,1,488,18,506
215691,1,999,237,964,1201
215691,2,1,129,524,653
215691,4,3,108,440,548
215743,1,999,1096,1713,2809
215743,2,1,767,1038,1805
215743,4,3,329,675,1004
215770,1,999,4529,5872,10401
215770,2,1,2758,2992,5750
215770,4,3,1771,2880,4651
215798,1,999,1094,1070,2164
215798,2,1,976,887,1863
215798,4,3,118,183,301
215813,1,999,77,5,82
215813,4,3,77,5,82
215886,1,999,106,219,325
215886,2,1,106,219,325
215929,1,999,2833,4121,6954
215929,2,1,1915,2480,4395
215929,4,3,918,1641,2559
215947,1,999,1021,1859,2880
215947,2,1,877,1444,2321
215947,4,3,144,415,559
215965,1,999,16,84,100
215965,2,1,16,84,100
215974,1,999,133,417,550
215974,2,1,133,417,550
215983,1,999,8,55,63
215983,2,1,8,55,63
215992,1,999,95,358,453
215992,2,1,95,358,453
216010,1,999,4223,5332,9555
216010,2,1,3584,3953,7537
216010,4,3,639,1379,2018
216038,1,999,4302,5802,10104
216038,2,1,3971,5013,8984
216038,4,3,331,789,1120
216047,1,999,209,72,281
216047,2,1,116,33,149
216047,4,3,93,39,132
216074,1,999,4,97,101
216074,2,1,4,97,101
216083,1,999,349,537,886
216083,2,1,349,537,886
216162,1,999,27,170,197
216162,2,1,27,170,197
216223,1,999,1,47,48
216223,2,1,1,47,48
216278,1,999,1091,1276,2367
216278,2,1,1091,1276,2367
216287,1,999,741,805,1546
216287,2,1,741,805,1546
216296,1,999,879,96,975
216296,2,1,879,96,975
216311,1,999,120,0,120
216311,2,1,120,0,120
216339,1,999,19159,22324,41483
216339,2,1,14204,16080,30284
216339,4,3,4955,6244,11199
216348,1,999,15,4,19
216348,4,3,15,4,19
216357,1,999,557,496,1053
216357,2,1,557,496,1053
216366,1,999,1076,2711,3787
216366,2,1,212,997,1209
216366,4,3,864,1714,2578
216418,1,999,1246,1643,2889
216418,2,1,1246,1643,2889
216427,1,999,298,14,312
216427,2,1,298,14,312
216436,1,999,490,10,500
216436,2,1,490,10,500
216445,1,999,426,9,435
216445,2,1,426,9,435
216454,1,999,500,20,520
216454,2,1,500,20,520
216463,1,999,153,85,238
216463,4,3,153,85,238
216524,1,999,815,944,1759
216524,2,1,815,944,1759
216542,1,999,684,754,1438
216542,2,1,660,736,1396
216542,4,3,24,18,42
216551,1,999,277,39,316
216551,2,1,277,39,316
216579,1,999,5,124,129
216579,2,1,5,124,129
216597,1,999,5996,5857,11853
216597,2,1,3933,4078,8011
216597,4,3,2063,1779,3842
216630,1,999,48,261,309
216630,2,1,48,261,309
216649,1,999,8,17,25
216649,2,1,8,17,25
216667,1,999,807,749,1556
216667,2,1,807,749,1556
216694,1,999,1047,1989,3036
216694,2,1,692,1235,1927
216694,4,3,355,754,1109
216746,1,999,148,4,152
216746,2,1,148,4,152
216764,1,999,6628,10889,17517
216764,2,1,5598,8170,13768
216764,4,3,1030,2719,3749
216773,1,999,24,106,130
216773,2,1,24,106,130
216782,1,999,225,1313,1538
216782,2,1,225,1313,1538
216807,1,999,660,923,1583
216807,2,1,609,867,1476
216807,4,3,51,56,107
216816,1,999,557,171,728
216816,4,3,557,171,728
216825,1,999,4141,7255,11396
216825,2,1,4141,7255,11396
216852,1,999,2203,3324,5527
216852,2,1,1621,1989,3610
216852,4,3,582,1335,1917
216931,1,999,3530,6391,9921
216931,2,1,1250,1199,2449
216931,4,3,2280,5192,7472
216986,1,999,11,178,189
216986,2,1,11,178,189
217013,1,999,190,858,1048
217013,2,1,184,817,1001
217013,4,3,6,41,47
217040,1,999,78,0,78
217040,2,1,78,0,78
217059,1,999,2684,3399,6083
217059,2,1,2546,3195,5741
217059,4,3,138,204,342
217077,1,999,1642,1339,2981
217077,2,1,1642,1339,2981
217086,1,999,91,316,407
217086,2,1,91,316,407
217095,1,999,30,318,348
217095,2,1,30,318,348
217156,1,999,4354,4784,9138
217156,2,1,3159,3582,6741
217156,4,3,1195,1202,2397
217165,1,999,2272,1669,3941
217165,2,1,2021,1508,3529
217165,4,3,251,161,412
217235,1,999,5651,6633,12284
217235,2,1,4891,5656,10547
217235,4,3,760,977,1737
217244,1,999,31,277,308
217244,2,1,31,277,308
217305,1,999,3618,1050,4668
217305,2,1,3615,1028,4643
217305,4,3,3,22,25
217323,1,999,845,21,866
217323,2,1,845,21,866
217350,1,999,4,92,96
217350,2,1,4,92,96
217402,1,999,2484,3316,5800
217402,2,1,2069,2657,4726
217402,4,3,415,659,1074
217420,1,999,3494,7661,11155
217420,2,1,3026,6009,9035
217420,4,3,468,1652,2120
217475,1,999,10035,14592,24627
217475,2,1,10035,14592,24627
217484,1,999,8343,11143,19486
217484,2,1,6794,8681,15475
217484,4,3,1549,2462,4011
217493,1,999,887,1756,2643
217493,2,1,698,1511,2209
217493,4,3,189,245,434
217518,1,999,2550,2428,4978
217518,2,1,2407,2203,4610
217518,4,3,143,225,368
217536,1,999,1027,1895,2922
217536,2,1,626,1409,2035
217536,4,3,401,486,887
217545,1,999,196,1395,1591
217545,2,1,196,1395,1591
217572,1,999,19,88,107
217572,2,1,19,88,107
217581,1,999,10,259,269
217581,2,1,10,259,269
217606,1,999,168,147,315
217606,2,1,168,147,315
217615,1,999,1591,2959,4550
217615,2,1,1591,2959,4550
217624,1,999,405,506,911
217624,2,1,405,506,911
217633,1,999,833,1610,2443
217633,2,1,746,1504,2250
217633,4,3,87,106,193
217688,1,999,1662,2892,4554
217688,2,1,1324,2237,3561
217688,4,3,338,655,993
217712,1,999,1129,2676,3805
217712,2,1,1129,2676,3805
217721,1,999,1686,1658,3344
217721,2,1,1686,1658,3344
217749,1,999,2134,2349,4483
217749,2,1,1628,2002,3630
217749,4,3,506,347,853
217776,1,999,998,2115,3113
217776,2,1,709,1222,1931
217776,4,3,289,893,1182
217794,1,999,13,203,216
217794,2,1,13,203,216
217819,1,999,4674,10182,14856
217819,2,1,4119,7016,11135
217819,4,3,555,3166,3721
217828,1,999,2,104,106
217828,2,1,2,104,106
217837,1,999,490,1096,1586
217837,2,1,490,1096,1586
217864,1,999,3019,1094,4113
217864,2,1,2495,265,2760
217864,4,3,524,829,1353
217873,1,999,753,1356,2109
217873,2,1,714,1297,2011
217873,4,3,39,59,98
217882,1,999,11596,10102,21698
217882,2,1,9136,7498,16634
217882,4,3,2460,2604,5064
217891,1,999,84,73,157
217891,2,1,84,73,157
217907,1,999,341,926,1267
217907,2,1,341,926,1267
217925,1,999,758,730,1488
217925,2,1,323,371,694
217925,4,3,435,359,794
217934,1,999,108,1599,1707
217934,2,1,38,1284,1322
217934,4,3,70,315,385
217961,1,999,418,3016,3434
217961,2,1,0,776,776
217961,4,3,418,2240,2658
217989,1,999,750,1087,1837
217989,2,1,750,1087,1837
217998,1,999,589,424,1013
217998,2,1,294,334,628
217998,4,3,295,90,385
218025,1,999,2507,4940,7447
218025,2,1,2507,4940,7447
218043,1,999,21,137,158
218043,2,1,21,137,158
218061,1,999,1459,3311,4770
218061,2,1,1359,2750,4109
218061,4,3,100,561,661
218070,1,999,1372,1996,3368
218070,2,1,1262,1627,2889
218070,4,3,110,369,479
218089,1,999,86,106,192
218089,2,1,74,89,163
218089,4,3,12,17,29
218113,1,999,8640,12560,21200
218113,2,1,8640,12560,21200
218140,1,999,3501,6650,10151
218140,2,1,3501,6650,10151
218159,1,999,1,131,132
218159,2,1,1,131,132
218195,1,999,13,252,265
218195,2,1,13,252,265
218229,1,999,1135,2400,3535
218229,2,1,1111,2190,3301
218229,4,3,24,210,234
218238,1,999,1508,2414,3922
218238,2,1,1508,2414,3922
218265,1,999,91,70,161
218265,4,3,91,70,161
218335,1,999,1041,1916,2957
218335,2,1,55,275,330
218335,4,3,986,1641,2627
218353,1,999,6802,10638,17440
218353,2,1,6802,10638,17440
218399,1,999,468,647,1115
218399,2,1,468,647,1115
218414,1,999,629,498,1127
218414,2,1,629,498,1127
218441,1,999,1256,1258,2514
218441,2,1,1139,1191,2330
218441,4,3,117,67,184
218487,1,999,1423,2927,4350
218487,2,1,1423,2927,4350
218520,1,999,2870,5273,8143
218520,2,1,2870,5273,8143
218539,1,999,641,616,1257
218539,2,1,641,616,1257
218645,1,999,1242,2472,3714
218645,2,1,1212,2331,3543
218645,4,3,30,141,171
218654,1,999,832,1227,2059
218654,2,1,832,1227,2059
218663,1,999,13847,17428,31275
218663,2,1,10150,11688,21838
218663,4,3,3697,5740,9437
218672,1,999,789,1234,2023
218672,2,1,789,1234,2023
218681,1,999,356,899,1255
218681,2,1,356,899,1255
218690,1,999,615,844,1459
218690,2,1,615,844,1459
218706,1,999,249,395,644
218706,2,1,249,395,644
218724,1,999,4323,5626,9949
218724,2,1,4063,4612,8675
218724,4,3,260,1014,1274
218733,1,999,2242,3070,5312
218733,2,1,2072,2452,4524
218733,4,3,170,618,788
218742,1,999,2151,4121,6272
218742,2,1,2127,3844,5971
218742,4,3,24,277,301
218751,1,999,139,100,239
218751,4,3,139,100,239
218821,1,999,489,373,862
218821,2,1,489,373,862
218830,1,999,3056,5237,8293
218830,2,1,3056,5237,8293
218858,1,999,1942,4113,6055
218858,2,1,1942,4113,6055
218867,1,999,1,63,64
218867,2,1,1,63,64
218885,1,999,4031,5182,9213
218885,2,1,4031,5182,9213
218894,1,999,8336,13281,21617
218894,2,1,8336,13281,21617
218919,1,999,357,427,784
218919,2,1,357,427,784
218955,1,999,420,740,1160
218955,2,1,420,740,1160
218964,1,999,2248,5097,7345
218964,2,1,1801,3840,5641
218964,4,3,447,1257,1704
218973,1,999,744,730,1474
218973,2,1,744,730,1474
218991,1,999,3434,5424,8858
218991,2,1,3434,5424,8858
219000,1,999,719,1214,1933
219000,2,1,702,1192,1894
219000,4,3,17,22,39
219037,1,999,9,192,201
219037,2,1,9,192,201
219046,1,999,2055,3862,5917
219046,2,1,1909,3077,4986
219046,4,3,146,785,931
219055,1,999,170,386,556
219055,2,1,170,386,556
219082,1,999,1957,2652,4609
219082,2,1,1689,2379,4068
219082,4,3,268,273,541
219091,1,999,353,539,892
219091,2,1,331,512,843
219091,4,3,22,27,49
219125,1,999,6,152,158
219125,2,1,6,152,158
219143,1,999,745,758,1503
219143,2,1,745,758,1503
219170,1,999,0,19,19
219170,2,1,0,19,19
219189,1,999,776,340,1116
219189,2,1,776,340,1116
219198,1,999,577,942,1519
219198,2,1,517,869,1386
219198,4,3,60,73,133
219204,1,999,1078,2233,3311
219204,2,1,887,1884,2771
219204,4,3,191,349,540
219213,1,999,223,801,1024
219213,2,1,223,801,1024
219240,1,999,89,58,147
219240,4,3,89,58,147
219259,1,999,1194,1943,3137
219259,2,1,1040,1451,2491
219259,4,3,154,492,646
219277,1,999,886,1866,2752
219277,2,1,819,1614,2433
219277,4,3,67,252,319
219295,1,999,135,644,779
219295,2,1,135,644,779
219338,1,999,2,15,17
219338,2,1,2,15,17
219347,1,999,1783,782,2565
219347,2,1,1521,696,2217
219347,4,3,262,86,348
219356,1,999,6658,7971,14629
219356,2,1,5808,6862,12670
219356,4,3,850,1109,1959
219374,1,999,495,1134,1629
219374,2,1,434,996,1430
219374,4,3,61,138,199
219383,1,999,847,1170,2017
219383,2,1,661,798,1459
219383,4,3,186,372,558
219392,1,999,5,21,26
219392,2,1,5,21,26
219408,1,999,94,258,352
219408,2,1,94,258,352
219426,1,999,1676,1458,3134
219426,2,1,1676,1458,3134
219453,1,999,2,227,229
219453,2,1,2,227,229
219471,1,999,4528,7895,12423
219471,2,1,3297,5620,8917
219471,4,3,1231,2275,3506
219480,1,999,951,770,1721
219480,2,1,951,770,1721
219505,1,999,76,43,119
219505,2,1,76,43,119
219578,1,999,173,916,1089
219578,2,1,173,886,1059
219578,4,3,0,30,30
219587,1,999,4,99,103
219587,2,1,4,99,103
219596,1,999,353,258,611
219596,2,1,353,258,611
219602,1,999,4718,7443,12161
219602,2,1,4372,6577,10949
219602,4,3,346,866,1212
219639,1,999,141,1033,1174
219639,2,1,141,1033,1174
219709,1,999,2487,3648,6135
219709,2,1,2061,2808,4869
219709,4,3,426,840,1266
219718,1,999,1612,2528,4140
219718,2,1,1286,1944,3230
219718,4,3,326,584,910
219790,1,999,754,851,1605
219790,2,1,708,789,1497
219790,4,3,46,62,108
219806,1,999,1006,1414,2420
219806,2,1,896,1172,2068
219806,4,3,110,242,352
219824,1,999,5114,7511,12625
219824,2,1,5114,7511,12625
