UNITID,EFFYLEV,LSTUDY,EFYTOTLT,EFYTOTLM,EFYTOTLW
153001,2,1,3707,1211,2496
153001,4,3,153,32,121
153074,1,999,296,9,287
153074,2,1,296,9,287
153083,1,999,350,8,342
153083,2,1,350,8,342
153092,1,999,27,21,6
153092,2,1,27,21,6
153108,1,999,1807,824,983
153108,2,1,1807,824,983
153126,1,999,1344,437,907
153126,2,1,1045,363,682
153126,4,3,299,74,225
153144,1,999,1494,704,790
153144,2,1,1466,687,779
153144,4,3,28,17,11
153162,1,999,1193,552,641
153162,2,1,1193,552,641
153171,1,999,47,2,45
153171,2,1,47,2,45
153214,1,999,38099,17443,20656
153214,2,1,38099,17443,20656
153241,1,999,124,85,39
153241,2,1,124,85,39
153250,1,999,1455,737,718
153250,2,1,1407,725,682
153250,4,3,48,12,36
153269,1,999,15179,5450,9729
153269,2,1,5307,2264,3043
153269,4,3,9872,3186,6686
153278,1,999,2257,1237,1020
153278,2,1,1811,1005,806
153278,4,3,446,232,214
153296,1,999,1320,673,647
153296,2,1,1320,673,647
153302,1,999,251,110,141
153302,2,1,251,110,141
153311,1,999,14423,6085,8338
153311,2,1,14423,6085,8338
153320,1,999,422,216,206
153320,2,1,344,144,200
153320,4,3,78,72,6
153339,1,999,52,2,50
153339,2,1,52,2,50
153366,1,999,3367,1068,2299
153366,2,1,2278,872,1406
153366,4,3,1089,196,893
153375,1,999,2368,930,1438
153375,2,1,2334,921,1413
153375,4,3,34,9,25
153384,1,999,1692,769,923
153384,2,1,1692,769,923
153409,1,999,556,152,404
153409,2,1,538,149,389
153409,4,3,18,3,15
153418,1,999,1117,297,820
153418,2,1,1091,293,798
153418,4,3,26,4,22
153427,1,999,573,315,258
153427,2,1,573,315,258
153445,1,999,9791,4321,5470
153445,2,1,9791,4321,5470
153463,1,999,59,5,54
153463,2,1,59,5,54
153472,1,999,8106,3311,4795
153472,2,1,8106,3311,4795
153524,1,999,9159,4329,4830
153524,2,1,9159,4329,4830
153533,1,999,4784,2164,2620
153533,2,1,4784,2164,2620
153542,1,999,19,6,13
153542,2,1,19,6,13
153588,1,999,40,24,16
153588,2,1,40,24,16
153597,1,999,324,16,308
153597,2,1,324,16,308
153603,1,999,31501,17528,13973
153603,2,1,25117,14069,11048
153603,4,3,6384,3459,2925
153621,1,999,871,349,522
153621,2,1,871,349,522
153630,1,999,9034,3881,5153
153630,2,1,9034,3881,5153
153658,1,999,33952,16409,17543
153658,2,1,23192,11159,12033
153658,4,3,10760,5250,5510
153737,1,999,26112,12195,13917
153737,2,1,26112,12195,13917
153746,1,999,163,10,153
153746,2,1,163,10,153
153764,1,999,298,11,287
153764,2,1,298,11,287
153773,1,999,132,9,123
153773,2,1,132,9,123
153782,1,999,231,4,227
153782,2,1,231,4,227
153825,1,999,1702,837,865
153825,2,1,1601,811,790
153825,4,3,101,26,75
153834,1,999,2547,1100,1447
153834,2,1,2547,1100,1447
153861,1,999,1574,1090,484
153861,2,1,477,260,217
153861,4,3,1097,830,267
153922,1,999,3008,1201,1807
153922,2,1,3008,1201,1807
153977,1,999,1032,164,868
153977,2,1,1032,164,868
154004,1,999,2859,948,1911
154004,2,1,1411,669,742
154004,4,3,1448,279,1169
154013,1,999,1996,613,1383
154013,2,1,1705,520,1185
154013,4,3,291,93,198
154022,1,999,157752,50045,107707
154022,2,1,143673,45928,97745
154022,4,3,14079,4117,9962
154059,1,999,4994,2195,2799
154059,2,1,4994,2195,2799
154095,1,999,16210,6465,9745
154095,2,1,13018,5552,7466
154095,4,3,3192,913,2279
154101,1,999,1282,525,757
154101,2,1,1282,525,757
154110,1,999,7490,2947,4543
154110,2,1,7490,2947,4543
154129,1,999,2476,1060,1416
154129,2,1,2476,1060,1416
154156,1,999,1955,851,1104
154156,4,3,1955,851,1104
154165,1,999,107,4,103
154165,2,1,107,4,103
154174,1,999,2745,1749,996
154174,2,1,77,41,36
154174,4,3,2668,1708,960
154208,1,999,118,7,111
154208,2,1,118,7,111
154235,1,999,3954,1521,2433
154235,2,1,3000,1195,1805
154235,4,3,954,326,628
154262,1,999,212,19,193
154262,2,1,212,19,193
154332,1,999,110,9,101
154332,2,1,110,9,101
154341,1,999,172,9,163
154341,2,1,172,9,163
154350,1,999,2290,1018,1272
154350,2,1,2209,990,1219
154350,4,3,81,28,53
154378,1,999,5004,1971,3033
154378,2,1,5004,1971,3033
154396,1,999,2335,909,1426
154396,2,1,2335,909,1426
154448,1,999,289,8,281
154448,2,1,289,8,281
154457,1,999,87,2,85
154457,2,1,87,2,85
154466,1,999,92,2,90
154466,2,1,92,2,90
154493,1,999,8638,3383,5255
154493,2,1,7738,3071,4667
154493,4,3,900,312,588
154518,1,999,1047,662,385
154518,2,1,1047,662,385
154527,1,999,1862,875,987
154527,2,1,1862,875,987
154536,1,999,171,83,88
154536,4,3,171,83,88
154545,1,999,79,15,64
154545,2,1,79,15,64
154572,1,999,8802,3624,5178
154572,2,1,8802,3624,5178
154590,1,999,2298,1057,1241
154590,2,1,1999,964,1035
154590,4,3,299,93,206
154642,1,999,4888,1703,3185
154642,2,1,4888,1703,3185
154651,1,999,64,54,10
154651,2,1,64,54,10
154688,1,999,5029,2019,3010
154688,2,1,2814,1230,1584
154688,4,3,2215,789,1426
154697,1,999,13683,8156,5527
154697,2,1,13683,8156,5527
154712,1,999,2256,1018,1238
154712,2,1,2180,977,1203
154712,4,3,76,41,35
154721,1,999,636,321,315
154721,2,1,636,321,315
154749,1,999,544,276,268
154749,2,1,544,276,268
154767,1,999,1124,156,968
154767,2,1,1124,156,968
154776,1,999,1006,228,778
154776,2,1,1006,228,778
154794,1,999,291,72,219
154794,2,1,291,72,219
154800,1,999,14403,6016,8387
154800,2,1,14403,6016,8387
154837,1,999,137,72,65
154837,2,1,10,8,2
154837,4,3,127,64,63
154855,1,999,560,292,268
154855,2,1,560,292,268
154907,1,999,4477,1762,2715
154907,2,1,4477,1762,2715
154925,1,999,2887,1296,1591
154925,2,1,2887,1296,1591
154934,1,999,2073,710,1363
154934,2,1,2073,710,1363
154943,1,999,327,7,320
154943,2,1,327,7,320
154952,1,999,6548,2494,4054
154952,2,1,6548,2494,4054
154970,1,999,194,10,184
154970,2,1,194,10,184
154998,1,999,2798,1174,1624
154998,2,1,2798,1174,1624
155007,1,999,982,315,667
155007,2,1,982,315,667
155025,1,999,7771,2753,5018
155025,2,1,4498,1751,2747
155025,4,3,3273,1002,2271
155052,1,999,1054,527,527
155052,2,1,1054,527,527
155061,1,999,14698,6145,8553
155061,2,1,12138,5259,6879
155061,4,3,2560,886,1674
155070,1,999,261,129,132
155070,2,1,261,129,132
155089,1,999,3847,1608,2239
155089,2,1,2808,1210,1598
155089,4,3,1039,398,641
155098,1,999,3408,1749,1659
155098,2,1,3408,1749,1659
155104,1,999,3172,1571,1601
155104,2,1,3172,1571,1601
155140,1,999,1159,581,578
155140,2,1,1159,581,578
155159,1,999,116,5,111
155159,2,1,116,5,111
155177,1,999,489,203,286
155177,2,1,489,203,286
155186,1,999,5801,2193,3608
155186,2,1,5801,2193,3608
155195,1,999,9643,4063,5580
155195,2,1,9643,4063,5580
155201,1,999,1802,737,1065
155201,2,1,1802,737,1065
155210,1,999,32597,15430,17167
155210,2,1,32597,15430,17167
155283,1,999,829,73,756
155283,2,1,829,73,756
155292,1,999,11017,4306,6711
155292,2,1,11017,4306,6711
155317,1,999,32343,15723,16620
155317,2,1,22369,11409,10960
155317,4,3,9974,4314,5660
155335,1,999,3957,1354,2603
155335,2,1,2823,1024,1799
155335,4,3,1134,330,804
155353,1,999,94,83,11
155353,2,1,94,83,11
155399,1,999,26649,13320,13329
155399,2,1,21077,10919,10158
155399,4,3,5572,2401,3171
155414,1,999,1004,442,562
155414,2,1,934,404,530
155414,4,3,70,38,32
155423,1,999,1303,625,678
155423,2,1,1303,625,678
155441,1,999,120,6,114
155441,2,1,120,6,114
155450,1,999,3566,1356,2210
155450,2,1,3566,1356,2210
155487,1,999,872,409,463
155487,2,1,872,409,463
155496,1,999,489,277,212
155496,2,1,489,277,212
155511,1,999,791,454,337
155511,2,1,791,454,337
155520,1,999,2766,1025,1741
155520,2,1,1702,716,986
155520,4,3,1064,309,755
155566,1,999,3836,1257,2579
155566,2,1,3836,1257,2579
155593,1,999,1104,661,443
155593,2,1,1104,661,443
155618,1,999,445,304,141
155618,2,1,445,304,141
155627,1,999,607,343,264
155627,2,1,596,336,260
155627,4,3,11,7,4
155636,1,999,1371,384,987
155636,2,1,501,164,337
155636,4,3,870,220,650
155681,1,999,8900,4381,4519
155681,2,1,6794,3660,3134
155681,4,3,2106,721,1385
155715,1,999,2719,1191,1528
155715,2,1,2719,1191,1528
155812,1,999,1427,480,947
155812,2,1,979,361,618
155812,4,3,448,119,329
155830,1,999,1083,559,524
155830,2,1,1083,559,524
155858,1,999,2582,1030,1552
155858,2,1,2582,1030,1552
155867,1,999,118,4,114
155867,2,1,118,4,114
155900,1,999,3342,1845,1497
155900,2,1,2675,1563,1112
155900,4,3,667,282,385
155937,1,999,780,427,353
155937,2,1,780,427,353
155973,1,999,789,406,383
155973,2,1,763,395,368
155973,4,3,26,11,15
156082,1,999,8593,3461,5132
156082,2,1,7511,2996,4515
156082,4,3,1082,465,617
156107,1,999,3778,1558,2220
156107,2,1,3778,1558,2220
156125,1,999,18656,8437,10219
156125,2,1,14787,6780,8007
156125,4,3,3869,1657,2212
156134,1,999,2810,1496,1314
156134,2,1,2810,1496,1314
156189,1,999,630,307,323
156189,2,1,630,307,323
156213,1,999,1799,660,1139
156213,2,1,1601,614,987
156213,4,3,198,46,152
156222,1,999,1896,1239,657
156222,4,3,1896,1239,657
156231,1,999,6175,2851,3324
156231,2,1,6175,2851,3324
156277,1,999,115,11,104
156277,2,1,115,11,104
156286,1,999,3889,1334,2555
156286,2,1,2901,989,1912
156286,4,3,988,345,643
156295,1,999,1678,703,975
156295,2,1,1678,703,975
156310,1,999,845,39,806
156310,2,1,845,39,806
156338,1,999,7567,4379,3188
156338,2,1,7567,4379,3188
156356,1,999,810,315,495
156356,2,1,762,294,468
156356,4,3,48,21,27
156365,1,999,4154,1747,2407
156365,2,1,3468,1468,2000
156365,4,3,686,279,407
156392,1,999,19628,8150,11478
156392,2,1,19628,8150,11478
156408,1,999,1261,589,672
156408,2,1,1261,589,672
156417,1,999,198,156,42
156417,2,1,198,156,42
156426,1,999,252,23,229
156426,2,1,252,23,229
156444,1,999,26,4,22
156444,2,1,26,4,22
156471,1,999,1503,282,1221
156471,2,1,1503,282,1221
156541,1,999,4209,1634,2575
156541,2,1,1777,883,894
156541,4,3,2432,751,1681
156620,1,999,19299,8232,11067
156620,2,1,16311,7144,9167
156620,4,3,2988,1088,1900
156648,1,999,11430,5145,6285
156648,2,1,11430,5145,6285
156675,1,999,80,2,78
156675,2,1,80,2,78
156727,1,999,1393,73,1320
156727,4,3,1393,73,1320
156745,1,999,2188,792,1396
156745,2,1,1381,615,766
156745,4,3,807,177,630
156754,1,999,131,6,125
156754,2,1,131,6,125
156790,1,999,6062,3091,2971
156790,2,1,6062,3091,2971
156842,1,999,376,30,346
156842,2,1,376,30,346
156851,1,999,3417,1447,1970
156851,2,1,3417,1447,1970
156860,1,999,5511,1706,3805
156860,2,1,5511,1706,3805
156903,1,999,532,112,420
156903,2,1,532,112,420
156921,1,999,22004,9833,12171
156921,2,1,22004,9833,12171
156949,1,999,26,2,24
156949,2,1,26,2,24
156967,1,999,182,17,165
156967,2,1,182,17,165
157021,1,999,4063,928,3135
157021,2,1,4063,928,3135
157030,1,999,102,51,51
157030,2,1,102,51,51
157058,1,999,3462,1459,2003
157058,2,1,3147,1305,1842
157058,4,3,315,154,161
157076,1,999,836,433,403
157076,2,1,836,433,403
157085,1,999,29633,14393,15240
157085,2,1,21549,10935,10614
157085,4,3,8084,3458,4626
157100,1,999,645,344,301
157100,2,1,588,302,286
157100,4,3,57,42,15
157207,1,999,86,40,46
157207,4,3,86,40,46
157216,1,999,2983,1057,1926
157216,2,1,2302,916,1386
157216,4,3,681,141,540
157270,1,999,1016,716,300
157270,2,1,1016,716,300
157289,1,999,24366,11628,12738
157289,2,1,17897,8753,9144
157289,4,3,6469,2875,3594
157298,1,999,249,107,142
157298,4,3,249,107,142
157304,1,999,6823,3410,3413
157304,2,1,6823,3410,3413
157331,1,999,6752,2993,3759
157331,2,1,6752,2993,3759
157359,1,999,2593,997,1596
157359,2,1,2487,958,1529
157359,4,3,106,39,67
157377,1,999,2149,417,1732
157377,2,1,2023,361,1662
157377,4,3,126,56,70
157386,1,999,10789,4024,6765
157386,2,1,8530,3223,5307
157386,4,3,2259,801,1458
157395,1,999,45,1,44
157395,2,1,45,1,44
157401,1,999,12158,4889,7269
157401,2,1,9441,3973,5468
157401,4,3,2717,916,1801
157438,1,999,6743,3197,3546
157438,2,1,6743,3197,3546
157447,1,999,18347,7922,10425
157447,2,1,15530,6878,8652
157447,4,3,2817,1044,1773
157456,1,999,37,0,37
157456,2,1,37,0,37
157465,1,999,654,122,532
157465,2,1,654,122,532
157483,1,999,10706,5383,5323
157483,2,1,10706,5383,5323
157508,1,999,106,2,104
157508,2,1,106,2,104
157535,1,999,1452,794,658
157535,2,1,1148,632,516
157535,4,3,304,162,142
157553,1,999,7690,4028,3662
157553,2,1,7690,4028,3662
157599,1,999,4002,1017,2985
157599,2,1,4002,1017,2985
157614,1,999,250,13,237
157614,2,1,250,13,237
157632,1,999,952,298,654
157632,2,1,952,298,654
157650,1,999,343,10,333
157650,2,1,343,10,333
157669,1,999,263,18,245
157669,2,1,263,18,245
157678,1,999,298,11,287
157678,2,1,298,11,287
157696,1,999,1580,390,1190
157696,2,1,1580,390,1190
157711,1,999,12445,5110,7335
157711,2,1,12445,5110,7335
157739,1,999,7142,4157,2985
157739,2,1,7142,4157,2985
157748,1,999,4061,3140,921
157748,2,1,901,409,492
157748,4,3,3160,2731,429
157757,1,999,2596,644,1952
157757,2,1,1473,392,1081
157757,4,3,1123,252,871
157766,1,999,1804,238,1566
157766,2,1,1804,238,1566
157793,1,999,6849,2822,4027
157793,2,1,5648,2235,3413
157793,4,3,1201,587,614
157809,1,999,2263,1067,1196
157809,2,1,2065,963,1102
157809,4,3,198,104,94
157818,1,999,1125,452,673
157818,2,1,1125,452,673
157827,1,999,132,19,113
157827,2,1,132,19,113
157863,1,999,1874,806,1068
157863,2,1,953,508,445
157863,4,3,921,298,623
157951,1,999,25273,10220,15053
157951,2,1,21007,8888,12119
157951,4,3,4266,1332,2934
158088,1,999,4719,2697,2022
158088,2,1,4719,2697,2022
158158,1,999,113,56,57
158158,2,1,113,56,57
158246,1,999,565,173,392
158246,2,1,565,173,392
158325,1,999,113,22,91
158325,2,1,113,22,91
158334,1,999,11,3,8
158334,2,1,11,3,8
158343,1,999,73,40,33
158343,2,1,73,40,33
158352,1,999,5978,3317,2661
158352,2,1,5978,3317,2661
158431,1,999,9510,3342,6168
158431,2,1,9510,3342,6168
158440,1,999,173,6,167
158440,2,1,173,6,167
158477,1,999,937,390,547
158477,2,1,808,349,459
158477,4,3,129,41,88
158538,1,999,62,3,59
158538,2,1,62,3,59
158617,1,999,2812,1283,1529
158617,2,1,2812,1283,1529
158644,1,999,122,3,119
158644,2,1,122,3,119
158662,1,999,26924,9609,17315
158662,2,1,26924,9609,17315
158723,1,999,593,60,533
158723,2,1,593,60,533
158769,1,999,3026,1356,1670
158769,2,1,3026,1356,1670
158778,1,999,69,1,68
158778,2,1,69,1,68
158787,1,999,138,1,137
158787,2,1,138,1,137
158802,1,999,1383,385,998
158802,2,1,1383,385,998
158884,1,999,3446,1155,2291
158884,2,1,3446,1155,2291
159009,1,999,5759,2229,3530
159009,2,1,5019,2038,2981
159009,4,3,740,191,549
159027,1,999,88,5,83
159027,2,1,88,5,83
159197,1,999,752,641,111
159197,2,1,752,641,111
159319,1,999,55,6,49
159319,2,1,55,6,49
159328,1,999,186,8,178
159328,2,1,186,8,178
159373,1,999,3051,1025,2026
159373,2,1,1010,158,852
159373,4,3,2041,867,1174
159382,1,999,3309,941,2368
159382,2,1,3309,941,2368
159391,1,999,32013,15722,16291
159391,2,1,25435,12507,12928
159391,4,3,6578,3215,3363
159407,1,999,4330,1382,2948
159407,2,1,4330,1382,2948
159416,1,999,5678,2197,3481
159416,2,1,5062,1969,3093
159416,4,3,616,228,388
159443,1,999,6219,2870,3349
159443,2,1,6219,2870,3349
159513,1,999,123,4,119
159513,2,1,123,4,119
159522,1,999,99,4,95
159522,2,1,99,4,95
159531,1,999,84,2,82
159531,2,1,84,2,82
159568,1,999,2118,887,1231
159568,2,1,1202,599,603
159568,4,3,916,288,628
159601,1,999,47,7,40
159601,2,1,47,7,40
159647,1,999,13866,6482,7384
159647,2,1,10614,5418,5196
159647,4,3,3252,1064,2188
159656,1,999,5545,2137,3408
159656,2,1,3319,1424,1895
159656,4,3,2226,713,1513
159717,1,999,10410,3986,6424
159717,2,1,8956,3563,5393
159717,4,3,1454,423,1031
159939,1,999,13832,6464,7368
159939,2,1,10185,5013,5172
159939,4,3,3647,1451,2196
159948,1,999,2996,2328,668
159948,2,1,1220,959,261
159948,4,3,1776,1369,407
159966,1,999,8538,3072,5466
159966,2,1,7444,2795,4649
159966,4,3,1094,277,817
159993,1,999,10548,3790,6758
159993,2,1,8680,3206,5474
159993,4,3,1868,584,1284
160010,1,999,4622,2371,2251
160010,2,1,4622,2371,2251
160029,1,999,145,120,25
160029,4,3,145,120,25
160038,1,999,11688,3526,8162
160038,2,1,9962,3170,6792
160038,4,3,1726,356,1370
160065,1,999,1609,282,1327
160065,2,1,1181,197,984
160065,4,3,428,85,343
160074,1,999,2270,383,1887
160074,2,1,2101,325,1776
160074,4,3,169,58,111
160117,1,999,55,4,51
160117,2,1,55,4,51
160126,1,999,38,4,34
160126,2,1,38,4,34
160135,1,999,63,3,60
160135,2,1,63,3,60
160199,1,999,98,7,91
160199,2,1,98,7,91
160320,1,999,694,28,666
160320,2,1,694,28,666
160409,1,999,77,75,2
160409,2,1,77,75,2
160445,1,999,214,14,200
160445,2,1,214,14,200
160472,1,999,84,9,75
160472,2,1,84,9,75
160481,1,999,4314,2164,2150
160481,2,1,4314,2164,2150
160524,1,999,731,166,565
160524,2,1,731,166,565
160579,1,999,3650,2050,1600
160579,2,1,3650,2050,1600
160597,1,999,160,68,92
160597,2,1,160,68,92
160612,1,999,18497,6987,11510
160612,2,1,16443,6491,9952
160612,4,3,2054,496,1558
160621,1,999,8557,3155,5402
160621,2,1,7052,2745,4307
160621,4,3,1505,410,1095
160630,1,999,3977,1052,2925
160630,2,1,3279,919,2360
160630,4,3,698,133,565
160649,1,999,3993,1056,2937
160649,2,1,3993,1056,2937
160658,1,999,18914,8025,10889
160658,2,1,17125,7219,9906
160658,4,3,1789,806,983
160667,1,999,4706,2534,2172
160667,2,1,4706,2534,2172
160755,1,999,14037,6417,7620
160755,2,1,8701,3732,4969
160755,4,3,5336,2685,2651
160904,1,999,3725,1062,2663
160904,2,1,2951,847,2104
160904,4,3,774,215,559
160913,1,999,7532,5186,2346
160913,2,1,7532,5186,2346
160940,1,999,1775,371,1404
160940,2,1,1775,371,1404
160959,1,999,479,146,333
160959,2,1,403,121,282
160959,4,3,76,25,51
160968,1,999,114,27,87
160968,2,1,3,1,2
160968,4,3,111,26,85
160977,1,999,1862,856,1006
160977,2,1,1862,856,1006
160995,1,999,837,181,656
160995,2,1,837,181,656
161004,1,999,1910,938,972
161004,2,1,1910,938,972
161022,1,999,270,45,225
161022,2,1,270,45,225
161077,1,999,3739,1737,2002
161077,2,1,3739,1737,2002
161086,1,999,2002,905,1097
161086,2,1,2002,905,1097
161138,1,999,3252,1706,1546
161138,2,1,3252,1706,1546
161165,1,999,3516,1397,2119
161165,2,1,2811,1160,1651
161165,4,3,705,237,468
161192,1,999,3746,1347,2399
161192,2,1,3746,1347,2399
161208,1,999,69,66,3
161208,2,1,69,66,3
161217,1,999,6693,1883,4810
161217,2,1,6669,1875,4794
161217,4,3,24,8,16
161226,1,999,2550,879,1671
161226,2,1,2462,869,1593
161226,4,3,88,10,78
161235,1,999,1701,533,1168
161235,2,1,1701,533,1168
161244,1,999,1414,397,1017
161244,2,1,1414,397,1017
161253,1,999,13369,6224,7145
161253,2,1,10509,5243,5266
161253,4,3,2860,981,1879
161299,1,999,1079,896,183
161299,2,1,1059,882,177
161299,4,3,20,14,6
161341,1,999,2089,684,1405
161341,2,1,2089,684,1405
161457,1,999,7469,2200,5269
161457,2,1,4312,1380,2932
161457,4,3,3157,820,2337
161484,1,999,1548,811,737
161484,2,1,1548,811,737
161493,1,999,645,34,611
161493,2,1,645,34,611
161509,1,999,370,113,257
161509,2,1,321,100,221
161509,4,3,49,13,36
161518,1,999,3724,1052,2672
161518,2,1,2167,658,1509
161518,4,3,1557,394,1163
161527,1,999,216,7,209
161527,2,1,216,7,209
161545,1,999,9354,4674,4680
161545,2,1,9354,4674,4680
161554,1,999,12553,4945,7608
161554,2,1,9574,4080,5494
161554,4,3,2979,865,2114
161563,1,999,1221,547,674
161563,2,1,973,460,513
161563,4,3,248,87,161
161572,1,999,611,296,315
161572,2,1,611,296,315
161581,1,999,687,296,391
161581,2,1,687,296,391
161615,1,999,84,2,82
161615,2,1,84,2,82
161651,1,999,76,4,72
161651,2,1,76,4,72
161688,1,999,5004,1680,3324
161688,2,1,5004,1680,3324
161767,1,999,25941,9956,15985
161767,2,1,25941,9956,15985
161776,1,999,790,198,592
161776,2,1,790,198,592
161800,1,999,345,15,330
161800,2,1,345,15,330
161855,1,999,124,7,117
161855,2,1,124,7,117
161864,1,999,10373,3136,7237
161864,2,1,10373,3136,7237
161873,1,999,7581,3261,4320
161873,2,1,3778,1650,2128
161873,4,3,3803,1611,2192
161882,1,999,710,346,364
161882,2,1,684,333,351
161882,4,3,26,13,13
162007,1,999,6220,2297,3923
162007,2,1,4890,1883,3007
162007,4,3,1330,414,916
162061,1,999,1035,821,214
162061,2,1,425,338,87
162061,4,3,610,483,127
162104,1,999,3275,1228,2047
162104,2,1,3275,1228,2047
162122,1,999,12035,4480,7555
162122,2,1,12035,4480,7555
162168,1,999,3956,1301,2655
162168,2,1,3956,1301,2655
162210,1,999,1491,464,1027
162210,2,1,1285,414,871
162210,4,3,206,50,156
162283,1,999,4760,1150,3610
162283,2,1,4005,985,3020
162283,4,3,755,165,590
162335,1,999,134,4,130
162335,2,1,134,4,130
162371,1,999,1076,1063,13
162371,2,1,1076,1063,13
162557,1,999,9095,3700,5395
162557,2,1,9095,3700,5395
162584,1,999,6244,3055,3189
162584,2,1,5385,2752,2633
162584,4,3,859,303,556
162609,1,999,999,468,531
162609,2,1,999,468,531
162654,1,999,3090,887,2203
162654,2,1,1560,497,1063
162654,4,3,1530,390,1140
162681,1,999,1568,437,1131
162681,2,1,1568,437,1131
162690,1,999,6850,2720,4130
162690,2,1,6850,2720,4130
162706,1,999,9529,3753,5776
162706,2,1,9529,3753,5776
162760,1,999,2828,918,1910
162760,2,1,1590,535,1055
162760,4,3,1238,383,855
162779,1,999,12594,5390,7204
162779,2,1,12594,5390,7204
162830,1,999,85,2,83
162830,2,1,85,2,83
162928,1,999,25376,12182,13194
162928,2,1,6585,3237,3348
162928,4,3,18791,8945,9846
162982,1,999,288,121,167
162982,2,1,288,121,167
163028,1,999,2200,2005,195
163028,2,1,2200,2005,195
163046,1,999,6748,2592,4156
163046,2,1,3906,1585,2321
163046,4,3,2842,1007,1835
163107,1,999,44,2,42
163107,2,1,44,2,42
163204,1,999,59200,27280,31920
163204,2,1,39062,18260,20802
163204,4,3,20138,9020,11118
163259,1,999,7025,1965,5060
163259,2,1,922,149,773
163259,4,3,6103,1816,4287
163268,1,999,14756,7808,6948
163268,2,1,11382,6235,5147
163268,4,3,3374,1573,1801
163286,1,999,43316,22747,20569
163286,2,1,31252,16371,14881
163286,4,3,12064,6376,5688
163295,1,999,2639,788,1851
163295,2,1,2400,706,1694
163295,4,3,239,82,157
163338,1,999,5090,2193,2897
163338,2,1,4372,1911,2461
163338,4,3,718,282,436
163347,1,999,1840,122,1718
163347,2,1,1840,122,1718
163408,1,999,256,9,247
163408,2,1,256,9,247
163426,1,999,37390,17040,20350
163426,2,1,37390,17040,20350
