UNITID,EFFYLEV,LSTUDY,EFYTOTLT,EFYTOTLM,EFYTOTLW
409874,2,1,2265,607,1658
410034,1,999,131,103,28
410034,2,1,131,103,28
410070,1,999,1337,293,1044
410070,2,1,1337,293,1044
410256,1,999,139,30,109
410256,2,1,139,30,109
410283,1,999,2151,506,1645
410283,2,1,2151,506,1645
410496,1,999,528,130,398
410496,2,1,528,130,398
410502,1,999,2627,1136,1491
410502,2,1,2627,1136,1491
410520,1,999,628,29,599
410520,2,1,628,29,599
410539,1,999,511,122,389
410539,2,1,511,122,389
410788,1,999,890,454,436
410788,2,1,890,454,436
410797,1,999,238,158,80
410797,2,1,238,158,80
410964,1,999,61,0,61
410964,2,1,61,0,61
411055,1,999,733,353,380
411055,2,1,733,353,380
411374,1,999,1073,63,1010
411374,2,1,1073,63,1010
411684,1,999,233,80,153
411684,2,1,233,80,153
411754,1,999,44,16,28
411754,2,1,44,16,28
412003,1,999,110,38,72
412003,2,1,110,38,72
412173,1,999,844,76,768
412173,2,1,844,76,768
412535,1,999,39,4,35
412535,2,1,39,4,35
412544,1,999,218,63,155
412544,2,1,218,63,155
412599,1,999,1878,584,1294
412599,2,1,1878,584,1294
412650,1,999,293,273,20
412650,2,1,293,273,20
413176,1,999,44,15,29
413176,2,1,44,15,29
413185,1,999,41,32,9
413185,2,1,41,32,9
413343,1,999,34,2,32
413343,2,1,34,2,32
413413,1,999,60869,16710,44159
413413,2,1,15427,5645,9782
413413,4,3,45442,11065,34377
413617,1,999,933,286,647
413617,2,1,933,286,647
413626,1,999,382,139,243
413626,2,1,382,139,243
413635,1,999,1066,251,815
413635,2,1,1066,251,815
413644,1,999,107,29,78
413644,4,3,107,29,78
413680,1,999,693,663,30
413680,2,1,693,663,30
413778,1,999,491,45,446
413778,2,1,491,45,446
413802,1,999,942,536,406
413802,2,1,942,536,406
413820,1,999,40,1,39
413820,2,1,40,1,39
413839,1,999,1080,783,297
413839,2,1,1080,783,297
413848,1,999,747,560,187
413848,2,1,747,560,187
413857,1,999,1686,1282,404
413857,2,1,1686,1282,404
413866,1,999,1138,838,300
413866,2,1,1138,838,300
413884,1,999,1646,1147,499
413884,2,1,1646,1147,499
413918,1,999,24,13,11
413918,2,1,24,13,11
413945,1,999,142,35,107
413945,2,1,142,35,107
413972,1,999,148,9,139
413972,2,1,148,9,139
414054,1,999,90,2,88
414054,2,1,90,2,88
414063,1,999,376,14,362
414063,2,1,376,14,362
414124,1,999,283,188,95
414124,2,1,283,188,95
414160,1,999,3869,1055,2814
414160,2,1,3843,1049,2794
414160,4,3,26,6,20
414452,1,999,50,8,42
414452,2,1,50,8,42
414461,1,999,4793,4504,289
414461,2,1,4793,4504,289
414489,1,999,210,14,196
414489,2,1,210,14,196
414531,1,999,916,732,184
414531,2,1,916,732,184
414540,1,999,290,28,262
414540,2,1,290,28,262
414559,1,999,58,2,56
414559,2,1,58,2,56
414568,1,999,1702,1238,464
414568,2,1,1702,1238,464
414586,1,999,948,651,297
414586,2,1,948,651,297
414595,1,999,862,233,629
414595,2,1,222,62,160
414595,4,3,640,171,469
414708,1,999,9302,3350,5952
414708,2,1,8040,2907,5133
414708,4,3,1262,443,819
414823,1,999,2319,1026,1293
414823,2,1,2319,1026,1293
414841,1,999,716,588,128
414841,2,1,716,588,128
414850,1,999,800,69,731
414850,2,1,800,69,731
414869,1,999,219,8,211
414869,2,1,219,8,211
414878,1,999,645,184,461
414878,2,1,645,184,461
414911,1,999,3868,1539,2329
414911,2,1,3868,1539,2329
414939,1,999,265,47,218
414939,2,1,265,47,218
414966,1,999,186,95,91
414966,4,3,186,95,91
415039,1,999,209,8,201
415039,2,1,209,8,201
415057,1,999,276,273,3
415057,2,1,276,273,3
415729,1,999,61,16,45
415729,2,1,61,16,45
415774,1,999,1508,196,1312
415774,2,1,1508,196,1312
415987,1,999,1018,137,881
415987,2,1,1018,137,881
416458,1,999,719,198,521
416458,2,1,719,198,521
416670,1,999,110,3,107
416670,2,1,110,3,107
416801,1,999,361,131,230
416801,2,1,361,131,230
416962,1,999,3880,1380,2500
416962,2,1,2928,1091,1837
416962,4,3,952,289,663
416971,1,999,76,6,70
416971,2,1,76,6,70
416980,1,999,102,5,97
416980,2,1,102,5,97
417008,1,999,173,10,163
417008,2,1,173,10,163
417062,1,999,188,7,181
417062,2,1,188,7,181
417105,1,999,996,444,552
417105,2,1,996,444,552
417123,1,999,389,174,215
417123,2,1,389,174,215
417132,1,999,920,30,890
417132,2,1,920,30,890
417178,1,999,66,17,49
417178,2,1,66,17,49
417187,1,999,26,3,23
417187,2,1,26,3,23
417248,1,999,37,36,1
417248,2,1,37,36,1
417257,1,999,39,4,35
417257,2,1,39,4,35
417275,1,999,19,0,19
417275,2,1,19,0,19
417318,1,999,263,107,156
417318,2,1,263,107,156
417327,1,999,523,176,347
417327,2,1,523,176,347
417345,1,999,12,1,11
417345,4,3,12,1,11
417381,1,999,342,44,298
417381,2,1,342,44,298
417390,1,999,94,6,88
417390,2,1,94,6,88
417406,1,999,77,3,74
417406,2,1,77,3,74
417442,1,999,196,22,174
417442,2,1,196,22,174
417503,1,999,404,15,389
417503,2,1,404,15,389
417549,1,999,532,18,514
417549,2,1,532,18,514
417567,1,999,163,6,157
417567,2,1,163,6,157
417576,1,999,182,12,170
417576,2,1,182,12,170
417600,1,999,46,4,42
417600,2,1,46,4,42
417628,1,999,82,14,68
417628,2,1,82,14,68
417637,1,999,147,58,89
417637,2,1,147,58,89
417646,1,999,38,4,34
417646,2,1,38,4,34
417655,1,999,39,3,36
417655,2,1,39,3,36
417673,1,999,26,3,23
417673,2,1,26,3,23
417682,1,999,28,3,25
417682,2,1,28,3,25
417716,1,999,203,18,185
417716,2,1,203,18,185
417725,1,999,153,4,149
417725,2,1,153,4,149
417734,1,999,215,34,181
417734,2,1,215,34,181
417743,1,999,9,9,0
417743,2,1,9,9,0
417752,1,999,102,58,44
417752,2,1,102,58,44
417789,1,999,153,11,142
417789,2,1,153,11,142
417804,1,999,139,16,123
417804,2,1,139,16,123
417831,1,999,179,129,50
417831,2,1,179,129,50
417840,1,999,731,42,689
417840,2,1,731,42,689
417868,1,999,35,9,26
417868,2,1,35,9,26
417886,1,999,104,10,94
417886,2,1,104,10,94
417901,1,999,13,5,8
417901,2,1,13,5,8
417910,1,999,200,37,163
417910,2,1,200,37,163
417947,1,999,61,4,57
417947,2,1,61,4,57
417983,1,999,116,14,102
417983,2,1,116,14,102
417992,1,999,97,5,92
417992,2,1,97,5,92
418001,1,999,280,30,250
418001,2,1,280,30,250
418010,1,999,63,10,53
418010,2,1,63,10,53
418029,1,999,98,5,93
418029,2,1,98,5,93
418038,1,999,181,28,153
418038,2,1,181,28,153
418056,1,999,166,19,147
418056,2,1,166,19,147
418065,1,999,530,60,470
418065,2,1,530,60,470
418083,1,999,120,29,91
418083,2,1,120,29,91
418126,1,999,1024,314,710
418126,2,1,902,264,638
418126,4,3,122,50,72
418162,1,999,1044,658,386
418162,2,1,1044,658,386
418171,1,999,57,55,2
418171,2,1,57,55,2
418199,1,999,224,164,60
418199,2,1,224,164,60
418205,1,999,660,370,290
418205,2,1,660,370,290
418223,1,999,73,9,64
418223,2,1,73,9,64
418250,1,999,371,240,131
418250,2,1,371,240,131
418269,1,999,112,70,42
418269,2,1,112,70,42
418278,1,999,214,67,147
418278,2,1,214,67,147
418287,1,999,611,279,332
418287,2,1,611,279,332
418296,1,999,714,423,291
418296,2,1,714,423,291
418302,1,999,565,298,267
418302,2,1,565,298,267
418320,1,999,881,481,400
418320,2,1,881,481,400
418339,1,999,461,227,234
418339,2,1,461,227,234
418348,1,999,514,345,169
418348,2,1,514,345,169
418357,1,999,330,108,222
418357,2,1,330,108,222
418384,1,999,54,0,54
418384,2,1,54,0,54
418409,1,999,134,71,63
418409,2,1,134,71,63
418427,1,999,225,27,198
418427,2,1,225,27,198
418445,1,999,46,5,41
418445,2,1,46,5,41
418454,1,999,465,138,327
418454,2,1,465,138,327
418481,1,999,81,6,75
418481,2,1,81,6,75
418506,1,999,41,2,39
418506,2,1,41,2,39
418515,1,999,206,29,177
418515,2,1,206,29,177
418524,1,999,61,10,51
418524,2,1,61,10,51
418533,1,999,519,67,452
418533,2,1,519,67,452
418542,1,999,115,9,106
418542,2,1,115,9,106
418560,1,999,152,12,140
418560,2,1,152,12,140
418588,1,999,76,4,72
418588,2,1,76,4,72
418603,1,999,85,13,72
418603,2,1,85,13,72
418612,1,999,63,5,58
418612,2,1,63,5,58
418658,1,999,570,533,37
418658,2,1,570,533,37
418676,1,999,61,14,47
418676,2,1,61,14,47
418700,1,999,570,178,392
418700,2,1,570,178,392
418755,1,999,138,37,101
418755,2,1,138,37,101
418764,1,999,140,39,101
418764,2,1,140,39,101
418773,1,999,1356,452,904
418773,2,1,1356,452,904
418782,1,999,253,250,3
418782,2,1,253,250,3
418870,1,999,646,109,537
418870,2,1,646,109,537
418889,1,999,232,223,9
418889,2,1,232,223,9
418913,1,999,63,5,58
418913,2,1,63,5,58
418968,1,999,182,15,167
418968,2,1,182,15,167
419022,1,999,807,95,712
419022,2,1,807,95,712
419031,1,999,24,3,21
419031,2,1,24,3,21
419095,1,999,66,6,60
419095,2,1,66,6,60
419147,1,999,76,2,74
419147,2,1,76,2,74
419156,1,999,91,9,82
419156,2,1,91,9,82
419183,1,999,364,75,289
419183,2,1,364,75,289
419217,1,999,99,25,74
419217,2,1,99,25,74
419226,1,999,908,431,477
419226,2,1,908,431,477
419235,1,999,377,96,281
419235,2,1,377,96,281
419244,1,999,258,244,14
419244,2,1,258,244,14
419253,1,999,397,307,90
419253,2,1,397,307,90
419262,1,999,85,11,74
419262,2,1,85,11,74
419271,1,999,35,3,32
419271,2,1,35,3,32
419280,1,999,88,0,88
419280,2,1,88,0,88
419314,1,999,45,0,45
419314,2,1,45,0,45
419332,1,999,22,15,7
419332,2,1,22,15,7
419341,1,999,183,118,65
419341,2,1,183,118,65
419411,1,999,578,169,409
419411,2,1,578,169,409
419420,1,999,160,90,70
419420,2,1,160,90,70
419439,1,999,93,2,91
419439,2,1,93,2,91
419457,1,999,1690,368,1322
419457,2,1,168,39,129
419457,4,3,1522,329,1193
419484,1,999,26,5,21
419484,2,1,26,5,21
419509,1,999,5392,2010,3382
419509,2,1,4472,1672,2800
419509,4,3,920,338,582
419536,1,999,2817,1055,1762
419536,4,3,2817,1055,1762
419633,1,999,108,6,102
419633,2,1,108,6,102
419660,1,999,1354,311,1043
419660,2,1,1354,311,1043
419703,1,999,845,825,20
419703,2,1,845,825,20
419712,1,999,399,388,11
419712,2,1,399,388,11
419721,1,999,301,290,11
419721,2,1,301,290,11
420006,1,999,1415,346,1069
420006,2,1,1375,332,1043
420006,4,3,40,14,26
420024,1,999,392,70,322
420024,2,1,392,70,322
420042,1,999,1713,792,921
420042,2,1,1431,670,761
420042,4,3,282,122,160
420103,1,999,615,117,498
420103,2,1,615,117,498
420130,1,999,593,66,527
420130,2,1,593,66,527
420194,1,999,184,5,179
420194,2,1,184,5,179
420200,1,999,217,2,215
420200,2,1,217,2,215
420246,1,999,444,118,326
420246,4,3,444,118,326
420255,1,999,104,104,0
420255,2,1,104,104,0
420307,1,999,15413,2438,12975
420307,2,1,15112,2355,12757
420307,4,3,301,83,218
420316,1,999,1461,369,1092
420316,2,1,1461,369,1092
420325,1,999,81,81,0
420325,2,1,71,71,0
420325,4,3,10,10,0
420343,1,999,1296,1250,46
420343,2,1,1296,1250,46
420352,1,999,22,19,3
420352,2,1,22,19,3
420370,1,999,606,249,357
420370,2,1,606,249,357
420398,1,999,20855,9652,11203
420398,2,1,20855,9652,11203
420404,1,999,1176,966,210
420404,2,1,1176,966,210
420431,1,999,4470,1945,2525
420431,2,1,4470,1945,2525
420440,1,999,2239,914,1325
420440,2,1,2239,914,1325
420459,1,999,395,213,182
420459,2,1,395,213,182
420468,1,999,480,155,325
420468,2,1,480,155,325
420495,1,999,2665,424,2241
420495,2,1,2665,424,2241
420501,1,999,2288,357,1931
420501,2,1,2288,357,1931
420538,1,999,1589,615,974
420538,2,1,1589,615,974
420556,1,999,2079,784,1295
420556,2,1,2079,784,1295
420608,1,999,360,16,344
420608,2,1,360,16,344
420705,1,999,349,224,125
420705,4,3,349,224,125
420723,1,999,783,329,454
420723,2,1,783,329,454
420866,1,999,1081,300,781
420866,2,1,312,93,219
420866,4,3,769,207,562
420972,1,999,3112,1725,1387
420972,4,3,3112,1725,1387
420981,1,999,821,250,571
420981,2,1,821,250,571
421009,1,999,3119,893,2226
421009,2,1,2665,770,1895
421009,4,3,454,123,331
421018,1,999,3013,1026,1987
421018,2,1,2531,901,1630
421018,4,3,482,125,357
421513,1,999,603,131,472
421513,2,1,603,131,472
421540,1,999,276,163,113
421540,2,1,276,163,113
421559,1,999,143,56,87
421559,2,1,143,56,87
421586,1,999,281,127,154
421586,2,1,281,127,154
421610,1,999,54,0,54
421610,2,1,54,0,54
421665,1,999,33,2,31
421665,2,1,33,2,31
421708,1,999,1482,278,1204
421708,2,1,1482,278,1204
421717,1,999,38,6,32
421717,2,1,38,6,32
421771,1,999,85,7,78
421771,2,1,85,7,78
421832,1,999,1041,475,566
421832,2,1,1041,475,566
421841,1,999,330,136,194
421841,2,1,330,136,194
421878,1,999,260,30,230
421878,2,1,260,30,230
421896,1,999,359,130,229
421896,2,1,359,130,229
422020,1,999,157,152,5
422020,2,1,157,152,5
422190,1,999,133,15,118
422190,2,1,133,15,118
422695,1,999,308,50,258
422695,2,1,308,50,258
422835,1,999,751,95,656
422835,2,1,751,95,656
423120,1,999,1250,39,1211
423120,2,1,1250,39,1211
423397,1,999,59,59,0
423397,2,1,59,59,0
423412,1,999,206,186,20
423412,2,1,206,186,20
423476,1,999,434,169,265
423476,2,1,434,169,265
423582,1,999,406,81,325
423582,2,1,406,81,325
423643,1,999,2564,1354,1210
423643,4,3,2564,1354,1210
423652,1,999,778,311,467
423652,2,1,778,311,467
423670,1,999,430,66,364
423670,2,1,430,66,364
423980,1,999,4162,2122,2040
423980,2,1,4162,2122,2040
424424,1,999,350,105,245
424424,2,1,350,105,245
425250,1,999,162,24,138
425250,2,1,162,24,138
425393,1,999,19,4,15
425393,2,1,19,4,15
425870,1,999,20,3,17
425870,2,1,20,3,17
425889,1,999,1009,166,843
425889,2,1,1009,166,843
425986,1,999,468,52,416
425986,2,1,468,52,416
426314,1,999,24928,21560,3368
426314,2,1,17465,15290,2175
426314,4,3,7463,6270,1193
427025,1,999,2335,831,1504
427025,2,1,2335,831,1504
427308,1,999,332,144,188
427308,2,1,332,144,188
427335,1,999,89,3,86
427335,2,1,89,3,86
427663,1,999,912,716,196
427663,2,1,912,716,196
427894,1,999,330,276,54
427894,2,1,330,276,54
427919,1,999,312,94,218
427919,2,1,312,94,218
427973,1,999,618,561,57
427973,2,1,618,561,57
427982,1,999,575,101,474
427982,2,1,575,101,474
427991,1,999,1304,786,518
427991,2,1,1304,786,518
428000,1,999,346,166,180
428000,2,1,346,166,180
428019,1,999,332,179,153
428019,2,1,332,179,153
428037,1,999,50,50,0
428037,2,1,50,50,0
428055,1,999,496,70,426
428055,2,1,496,70,426
428073,1,999,35,2,33
428073,2,1,35,2,33
428125,1,999,136,102,34
428125,2,1,136,102,34
428143,1,999,257,26,231
428143,2,1,257,26,231
428170,1,999,2885,772,2113
428170,2,1,2885,772,2113
428259,1,999,760,199,561
428259,2,1,620,160,460
428259,4,3,140,39,101
428268,1,999,973,244,729
428268,2,1,155,36,119
428268,4,3,818,208,610
428286,1,999,1847,944,903
428286,2,1,1847,944,903
428295,1,999,276,261,15
428295,2,1,276,261,15
428329,1,999,202,33,169
428329,2,1,202,33,169
428338,1,999,216,111,105
428338,4,3,216,111,105
428392,1,999,2686,1169,1517
428392,2,1,2686,1169,1517
428444,1,999,1756,869,887
428444,2,1,1756,869,887
429012,1,999,115,105,10
429012,2,1,115,105,10
429085,1,999,165,46,119
429085,4,3,165,46,119
429094,1,999,249,61,188
429094,4,3,249,61,188
429100,1,999,175,7,168
429100,2,1,175,7,168
429128,1,999,959,59,900
429128,2,1,959,59,900
429599,1,999,1477,1087,390
429599,2,1,1477,1087,390
430050,1,999,589,110,479
430050,2,1,589,110,479
430087,1,999,1890,1047,843
430087,2,1,1529,810,719
430087,4,3,361,237,124
430096,1,999,1209,332,877
430096,2,1,1209,332,877
430148,1,999,1917,696,1221
430148,2,1,1917,696,1221
430157,1,999,452,443,9
430157,2,1,452,443,9
430166,1,999,397,392,5
430166,2,1,397,392,5
430175,1,999,1448,174,1274
430175,2,1,1448,174,1274
430184,1,999,7801,2610,5191
430184,2,1,5912,1995,3917
430184,4,3,1889,615,1274
430218,1,999,250,55,195
430218,2,1,250,55,195
430227,1,999,249,36,213
430227,2,1,249,36,213
430245,1,999,1151,164,987
430245,2,1,1151,164,987
430254,1,999,361,56,305
430254,2,1,361,56,305
430263,1,999,1470,1139,331
430263,2,1,1470,1139,331
430306,1,999,99,15,84
430306,2,1,99,15,84
430342,1,999,387,177,210
430342,2,1,387,177,210
430351,1,999,799,630,169
430351,2,1,799,630,169
430360,1,999,532,423,109
430360,2,1,532,423,109
430379,1,999,1271,913,358
430379,2,1,1271,913,358
430388,1,999,861,676,185
430388,2,1,861,676,185
430403,1,999,407,47,360
430403,2,1,407,47,360
430421,1,999,928,112,816
430421,2,1,928,112,816
430485,1,999,118,50,68
430485,2,1,118,50,68
430500,1,999,9,8,1
430500,2,1,9,8,1
430564,1,999,228,38,190
430564,2,1,228,38,190
430582,1,999,405,125,280
430582,2,1,405,125,280
430591,1,999,324,89,235
430591,4,3,324,89,235
430643,1,999,26,19,7
430643,2,1,26,19,7
430670,1,999,314,153,161
430670,4,3,314,153,161
430704,1,999,116,41,75
430704,2,1,9,2,7
430704,4,3,107,39,68
430795,1,999,344,110,234
430795,2,1,344,110,234
430810,1,999,516,172,344
430810,2,1,509,168,341
430810,4,3,7,4,3
430847,1,999,91,11,80
430847,2,1,91,11,80
430883,1,999,64,3,61
430883,2,1,64,3,61
430908,1,999,107,18,89
430908,2,1,107,18,89
430935,1,999,894,764,130
430935,2,1,894,764,130
430971,1,999,128,16,112
430971,2,1,128,16,112
430980,1,999,452,65,387
430980,2,1,452,65,387
430999,1,999,211,6,205
430999,2,1,211,6,205
431017,1,999,112,44,68
431017,2,1,112,44,68
431026,1,999,626,262,364
431026,2,1,626,262,364
431071,1,999,172,35,137
431071,2,1,172,35,137
431099,1,999,293,7,286
431099,2,1,293,7,286
431105,1,999,186,21,165
431105,2,1,186,21,165
431123,1,999,627,619,8
431123,2,1,627,619,8
431141,1,999,4021,1787,2234
431141,2,1,4021,1787,2234
431169,1,999,153,46,107
431169,2,1,153,46,107
431187,1,999,38,36,2
431187,2,1,38,36,2
431196,1,999,265,25,240
431196,2,1,265,25,240
431202,1,999,47,5,42
431202,2,1,47,5,42
431248,1,999,18,1,17
431248,2,1,1,0,1
431248,4,3,17,1,16
431266,1,999,117,5,112
431266,2,1,117,5,112
431275,1,999,142,14,128
431275,2,1,142,14,128
431284,1,999,77,9,68
431284,2,1,77,9,68
431309,1,999,700,276,424
431309,2,1,700,276,424
431558,1,999,488,156,332
431558,2,1,488,156,332
431594,1,999,22,0,22
431594,4,3,22,0,22
431600,1,999,110,23,87
431600,2,1,110,23,87
431637,1,999,1260,419,841
431637,2,1,1260,419,841
431691,1,999,35,7,28
431691,2,1,35,7,28
431707,1,999,38,2,36
431707,2,1,38,2,36
431716,1,999,494,287,207
431716,2,1,494,287,207
431770,1,999,67,11,56
431770,2,1,67,11,56
431877,1,999,67,10,57
431877,2,1,67,10,57
431886,1,999,1446,285,1161
431886,2,1,1446,285,1161
431929,1,999,336,83,253
431929,2,1,336,83,253
431956,1,999,121,24,97
431956,2,1,121,24,97
431965,1,999,136,23,113
431965,2,1,136,23,113
431983,1,999,100,100,0
431983,2,1,100,100,0
432074,1,999,233,98,135
432074,2,1,233,98,135
432117,1,999,225,9,216
432117,2,1,225,9,216
432199,1,999,2666,1913,753
432199,2,1,2666,1913,753
432214,1,999,865,462,403
432214,2,1,865,462,403
432223,1,999,1134,517,617
432223,2,1,943,426,517
432223,4,3,191,91,100
432232,1,999,2098,814,1284
432232,2,1,1710,657,1053
432232,4,3,388,157,231
432241,1,999,1581,683,898
432241,2,1,1347,570,777
432241,4,3,234,113,121
432269,1,999,270,216,54
432269,2,1,270,216,54
432302,1,999,860,247,613
432302,2,1,860,247,613
432348,1,999,313,205,108
432348,4,3,313,205,108
432357,1,999,346,66,280
432357,4,3,346,66,280
432384,1,999,907,299,608
432384,2,1,907,299,608
432524,1,999,241,107,134
432524,2,1,241,107,134
432533,1,999,2846,1727,1119
432533,2,1,2846,1727,1119
433004,1,999,212,63,149
433004,2,1,185,54,131
433004,4,3,27,9,18
433013,1,999,1110,365,745
433013,2,1,1110,365,745
433040,1,999,46,9,37
433040,2,1,46,9,37
433068,1,999,523,238,285
433068,2,1,523,238,285
433101,1,999,1694,264,1430
433101,2,1,1694,264,1430
433138,1,999,640,265,375
433138,2,1,640,265,375
433165,1,999,9,1,8
433165,2,1,9,1,8
433174,1,999,585,85,500
433174,2,1,585,85,500
433217,1,999,7,1,6
433217,4,3,7,1,6
433387,1,999,33950,13405,20545
433387,2,1,25494,10342,15152
433387,4,3,8456,3063,5393
433420,1,999,774,124,650
433420,2,1,774,124,650
433466,1,999,1742,352,1390
433466,2,1,1742,352,1390
433536,1,999,643,100,543
433536,2,1,643,100,543
433563,1,999,937,377,560
433563,2,1,937,377,560
433660,1,999,12958,5566,7392
433660,2,1,11248,5022,6226
433660,4,3,1710,544,1166
433970,1,999,730,83,647
433970,2,1,730,83,647
434016,1,999,192,59,133
434016,2,1,192,59,133
434034,1,999,1320,1079,241
434034,2,1,1320,1079,241
434052,1,999,1251,1027,224
434052,2,1,1251,1027,224
434061,1,999,6320,2841,3479
434061,2,1,6320,2841,3479
434122,1,999,18,17,1
434122,2,1,18,17,1
434140,1,999,1770,498,1272
434140,2,1,1770,498,1272
434159,1,999,918,503,415
434159,2,1,918,503,415
434274,1,999,157,19,138
434274,2,1,157,19,138
434283,1,999,84,15,69
434283,2,1,84,15,69
434308,1,999,1063,284,779
434308,2,1,1063,284,779
434317,1,999,2702,604,2098
434317,2,1,2702,604,2098
434326,1,999,74,2,72
434326,2,1,74,2,72
434344,1,999,76,4,72
434344,2,1,76,4,72
434362,1,999,46,46,0
434362,2,1,46,46,0
434380,1,999,92,11,81
434380,2,1,92,11,81
434414,1,999,692,278,414
434414,2,1,692,278,414
434432,1,999,75,26,49
434432,2,1,75,26,49
434441,1,999,154,49,105
434441,4,3,154,49,105
434469,1,999,160,35,125
434469,2,1,160,35,125
434496,1,999,84,11,73
434496,2,1,84,11,73
434502,1,999,210,30,180
434502,2,1,210,30,180
434520,1,999,1122,291,831
434520,2,1,1122,291,831
434539,1,999,615,297,318
434539,2,1,615,297,318
434548,1,999,1258,1008,250
434548,2,1,1258,1008,250
434557,1,999,817,625,192
434557,2,1,817,625,192
434566,1,999,836,739,97
434566,2,1,836,739,97
434575,1,999,642,557,85
434575,2,1,642,557,85
434584,1,999,797,385,412
434584,2,1,797,385,412
434672,1,999,35498,13625,21873
434672,2,1,35498,13625,21873
434690,1,999,549,542,7
434690,2,1,549,542,7
434715,1,999,1888,982,906
434715,4,3,1888,982,906
434751,1,999,138,51,87
434751,2,1,138,51,87
434812,1,999,557,40,517
434812,2,1,557,40,517
434821,1,999,590,58,532
434821,2,1,590,58,532
434830,1,999,316,19,297
434830,2,1,316,19,297
434900,1,999,1482,752,730
434900,2,1,1482,752,730
434937,1,999,55,55,0
434937,2,1,55,55,0
434946,1,999,3037,965,2072
434946,2,1,2376,749,1627
434946,4,3,661,216,445
434955,1,999,1817,792,1025
434955,2,1,1493,671,822
434955,4,3,324,121,203
434964,1,999,1388,633,755
434964,2,1,1090,489,601
434964,4,3,298,144,154
434973,1,999,1019,509,510
434973,2,1,862,426,436
434973,4,3,157,83,74
434982,1,999,1107,331,776
434982,2,1,1002,295,707
434982,4,3,105,36,69
434991,1,999,1017,371,646
434991,2,1,929,334,595
434991,4,3,88,37,51
435000,1,999,992,400,592
435000,2,1,99,21,78
435000,4,3,893,379,514
436003,1,999,236,18,218
436003,2,1,236,18,218
436012,1,999,945,66,879
436012,2,1,945,66,879
436021,1,999,46,7,39
436021,4,3,46,7,39
436030,1,999,64,3,61
436030,2,1,64,3,61
436067,1,999,66,4,62
436067,2,1,66,4,62
436094,1,999,1292,362,930
436094,2,1,267,76,191
436094,4,3,1025,286,739
436100,1,999,47,0,47
436100,2,1,47,0,47
436182,1,999,504,131,373
436182,2,1,504,131,373
436191,1,999,1217,736,481
436191,2,1,1217,736,481
436225,1,999,854,206,648
436225,2,1,854,206,648
436261,1,999,173,42,131
436261,4,3,173,42,131
436270,1,999,389,95,294
436270,2,1,389,95,294
436289,1,999,108,6,102
436289,2,1,108,6,102
436304,1,999,3883,1758,2125
436304,2,1,3883,1758,2125
436429,1,999,3280,2800,480
436429,2,1,3280,2800,480
436438,1,999,1368,474,894
436438,2,1,332,146,186
436438,4,3,1036,328,708
436465,1,999,1427,486,941
436465,2,1,1427,486,941
436483,1,999,841,204,637
436483,2,1,841,204,637
436526,1,999,303,283,20
436526,2,1,303,283,20
436553,1,999,521,148,373
436553,2,1,521,148,373
436562,1,999,287,25,262
436562,2,1,287,25,262
436599,1,999,92,50,42
436599,2,1,92,50,42
436614,1,999,101,56,45
436614,2,1,77,37,40
436614,4,3,24,19,5
436632,1,999,300,33,267
436632,2,1,300,33,267
436641,1,999,205,18,187
436641,2,1,205,18,187
436650,1,999,555,47,508
436650,2,1,555,47,508
436702,1,999,935,159,776
436702,2,1,935,159,776
436775,1,999,354,47,307
436775,2,1,354,47,307
436784,1,999,1356,574,782
436784,2,1,1356,574,782
436818,1,999,3158,1506,1652
436818,2,1,3158,1506,1652
436827,1,999,864,453,411
436827,2,1,864,453,411
436836,1,999,1725,806,919
436836,2,1,1725,806,919
436854,1,999,110,9,101
436854,2,1,110,9,101
437042,1,999,1446,1057,389
437042,2,1,1446,1057,389
437051,1,999,1435,1102,333
437051,2,1,1435,1102,333
437060,1,999,618,312,306
437060,2,1,618,312,306
437097,1,999,3115,2217,898
437097,2,1,2222,1607,615
437097,4,3,893,610,283
437103,1,999,11729,4862,6867
437103,2,1,11729,4862,6867
437219,1,999,1100,869,231
437219,2,1,1100,869,231
437237,1,999,60,55,5
437237,2,1,60,55,5
437316,1,999,424,59,365
437316,2,1,424,59,365
437325,1,999,817,226,591
437325,2,1,720,186,534
437325,4,3,97,40,57
437343,1,999,777,407,370
437343,4,3,777,407,370
437361,1,999,325,140,185
437361,4,3,325,140,185
437501,1,999,267,74,193
437501,2,1,267,74,193
437529,1,999,738,331,407
437529,2,1,738,331,407
437556,1,999,918,358,560
437556,2,1,918,358,560
437565,1,999,280,16,264
437565,2,1,280,16,264
437583,1,999,232,13,219
437583,2,1,232,13,219
437608,1,999,238,121,117
437608,2,1,238,121,117
437635,1,999,169,26,143
437635,2,1,169,26,143
437653,1,999,317,143,174
437653,2,1,317,143,174
437662,1,999,5859,2384,3475
437662,2,1,5859,2384,3475
437705,1,999,14,0,14
437705,2,1,14,0,14
437723,1,999,510,218,292
437723,2,1,510,218,292
437732,1,999,1731,399,1332
437732,2,1,1731,399,1332
437750,1,999,810,778,32
437750,2,1,810,778,32
437769,1,999,809,86,723
437769,2,1,809,86,723
437778,1,999,569,62,507
437778,2,1,569,62,507
437848,1,999,1623,883,740
437848,2,1,1623,883,740
437857,1,999,249,2,247
437857,2,1,249,2,247
437884,1,999,162,119,43
437884,2,1,162,119,43
437927,1,999,738,133,605
437927,2,1,738,133,605
437936,1,999,1423,297,1126
